country,region,crop,variable,year,value
Latvia,Latvia,Spring barley,Area,2014,115.1
Latvia,Latvia,Spring barley,Area,2015,96.1
Latvia,Latvia,Spring barley,Area,2016,92.4
Latvia,Latvia,Spring barley,Area,2017,67.1
Latvia,Latvia,Spring barley,Area,2018,114.6
Latvia,Latvia,Spring barley,Area,2019,79.8
Latvia,Latvia,Spring barley,Area,2020,75.0
Latvia,Latvia,Spring barley,Area,2021,61.6
Latvia,Latvia,Spring barley,Area,2022,56.2
Latvia,Latvia,Winter barley,Area,1987,0.3
Latvia,Latvia,Winter barley,Area,1988,0.2
Latvia,Latvia,Winter barley,Area,1989,0.1
Latvia,Latvia,Winter barley,Area,1990,1.4
Latvia,Latvia,Winter barley,Area,1991,1.1
Latvia,Latvia,Winter barley,Area,1992,3.4
Latvia,Latvia,Winter barley,Area,1993,5.0
Latvia,Latvia,Winter barley,Area,1994,2.4
Latvia,Latvia,Winter barley,Area,1995,7.4
Latvia,Latvia,Winter barley,Area,1996,2.0
Latvia,Latvia,Winter barley,Area,1997,5.8
Latvia,Latvia,Winter barley,Area,1998,7.5
Latvia,Latvia,Winter barley,Area,1999,4.6
Latvia,Latvia,Winter barley,Area,2000,4.3
Latvia,Latvia,Winter barley,Area,2001,6.3
Latvia,Latvia,Winter barley,Area,2002,4.8
Latvia,Latvia,Winter barley,Area,2003,3.4
Latvia,Latvia,Winter barley,Area,2004,3.8
Latvia,Latvia,Winter barley,Area,2005,2.8
Latvia,Latvia,Winter barley,Area,2006,4.4
Latvia,Latvia,Winter barley,Area,2007,5.6
Latvia,Latvia,Winter barley,Area,2008,7.3
Latvia,Latvia,Winter barley,Area,2009,10.0
Latvia,Latvia,Winter barley,Area,2011,3.6
Latvia,Latvia,Winter barley,Area,2012,2.7
Latvia,Latvia,Winter barley,Area,2013,2.9
Latvia,Latvia,Winter barley,Area,2014,3.1
Latvia,Latvia,Winter barley,Area,2015,3.2
Latvia,Latvia,Winter barley,Area,2016,2.0
Latvia,Latvia,Winter barley,Area,2017,3.2
Latvia,Latvia,Winter barley,Area,2018,3.7
Latvia,Latvia,Winter barley,Area,2019,7.0
Latvia,Latvia,Winter barley,Area,2020,9.4
Latvia,Latvia,Winter barley,Area,2021,13.0
Latvia,Latvia,Winter barley,Area,2022,20.5
Lithuania,Lithuania,Barley,Area,1987,493.9
Lithuania,Lithuania,Barley,Area,1988,432.8
Lithuania,Lithuania,Barley,Area,1989,407.2
Lithuania,Lithuania,Barley,Area,1990,399.9
Lithuania,Lithuania,Barley,Area,1991,523.1
Lithuania,Lithuania,Barley,Area,1992,611.4
Lithuania,Lithuania,Barley,Area,1993,587.5
Lithuania,Lithuania,Barley,Area,1994,619.9
Lithuania,Lithuania,Barley,Area,1995,544.5
Lithuania,Lithuania,Barley,Area,1996,473.8
Lithuania,Lithuania,Barley,Area,1997,503.0
Lithuania,Lithuania,Barley,Area,1998,462.9
Lithuania,Lithuania,Barley,Area,1999,421.2
Lithuania,Lithuania,Barley,Area,2000,353.2
Lithuania,Lithuania,Barley,Area,2001,335.5
Lithuania,Lithuania,Barley,Area,2002,365.0
Lithuania,Lithuania,Barley,Area,2003,308.3
Lithuania,Lithuania,Barley,Area,2004,292.5
Lithuania,Lithuania,Barley,Area,2005,349.4
Lithuania,Lithuania,Barley,Area,2006,383.4
Lithuania,Lithuania,Barley,Area,2007,381.4
Lithuania,Lithuania,Barley,Area,2008,332.5
Lithuania,Lithuania,Barley,Area,2009,277.4
Lithuania,Lithuania,Barley,Area,2010,231.8
Lithuania,Lithuania,Barley,Area,2011,252.7
Lithuania,Lithuania,Barley,Area,2012,217.3
Lithuania,Lithuania,Barley,Area,2013,209.3
Lithuania,Lithuania,Barley,Area,2014,267.0
Lithuania,Lithuania,Barley,Area,2015,202.4
Lithuania,Lithuania,Barley,Area,2016,172.54
Lithuania,Lithuania,Barley,Area,2017,141.65
Lithuania,Lithuania,Barley,Area,2018,225.91
Lithuania,Lithuania,Barley,Area,2019,174.77
Lithuania,Lithuania,Barley,Area,2020,164.87
Lithuania,Lithuania,Barley,Area,2021,144.7
Lithuania,Lithuania,Barley,Area,2022,133.12
Lithuania,Lithuania,Corn,Area,2002,2.9
Lithuania,Lithuania,Corn,Area,2003,2.7
Lithuania,Lithuania,Corn,Area,2004,1.4
Lithuania,Lithuania,Corn,Area,2005,1.6
Lithuania,Lithuania,Corn,Area,2006,2.0
Lithuania,Lithuania,Corn,Area,2007,5.4
Lithuania,Lithuania,Corn,Area,2008,7.6
Lithuania,Lithuania,Corn,Area,2009,5.5
Lithuania,Lithuania,Corn,Area,2010,7.1
Lithuania,Lithuania,Corn,Area,2011,9.6
Lithuania,Lithuania,Corn,Area,2012,12.9
Lithuania,Lithuania,Corn,Area,2013,17.2
Lithuania,Lithuania,Corn,Area,2014,19.0
Lithuania,Lithuania,Corn,Area,2015,11.71
Lithuania,Lithuania,Corn,Area,2016,12.43
Lithuania,Lithuania,Corn,Area,2017,9.93
Lithuania,Lithuania,Corn,Area,2018,13.39
Lithuania,Lithuania,Corn,Area,2019,12.77
Lithuania,Lithuania,Corn,Area,2020,20.2
Lithuania,Lithuania,Corn,Area,2021,17.87
Lithuania,Lithuania,Corn,Area,2022,18.8
Lithuania,Lithuania,Oats,Area,1987,92.7
Lithuania,Lithuania,Oats,Area,1988,96.0
Lithuania,Lithuania,Oats,Area,1989,89.4
Lithuania,Lithuania,Oats,Area,1990,77.4
Lithuania,Lithuania,Oats,Area,1991,81.1
Lithuania,Lithuania,Oats,Area,1992,61.7
Lithuania,Lithuania,Oats,Area,1993,43.2
Lithuania,Lithuania,Oats,Area,1994,54.5
Lithuania,Lithuania,Oats,Area,1995,47.4
Lithuania,Lithuania,Oats,Area,1996,51.6
Lithuania,Lithuania,Oats,Area,1997,56.1
Lithuania,Lithuania,Oats,Area,1998,49.6
Lithuania,Lithuania,Oats,Area,1999,51.2
Lithuania,Lithuania,Oats,Area,2000,44.3
Lithuania,Lithuania,Oats,Area,2001,47.9
Lithuania,Lithuania,Oats,Area,2002,55.0
Lithuania,Lithuania,Oats,Area,2003,48.2
Lithuania,Lithuania,Oats,Area,2004,52.8
Lithuania,Lithuania,Oats,Area,2005,59.6
Lithuania,Lithuania,Oats,Area,2006,59.3
Lithuania,Lithuania,Oats,Area,2007,61.7
Lithuania,Lithuania,Oats,Area,2008,68.0
Lithuania,Lithuania,Oats,Area,2009,63.8
Lithuania,Lithuania,Oats,Area,2010,57.8
Lithuania,Lithuania,Oats,Area,2011,63.2
Lithuania,Lithuania,Oats,Area,2012,70.8
Lithuania,Lithuania,Oats,Area,2013,73.6
Lithuania,Lithuania,Oats,Area,2014,75.9
Lithuania,Lithuania,Oats,Area,2015,64.15
Lithuania,Lithuania,Oats,Area,2016,70.76
Lithuania,Lithuania,Oats,Area,2017,75.99
Lithuania,Lithuania,Oats,Area,2018,102.96
Lithuania,Lithuania,Oats,Area,2019,86.11
Lithuania,Lithuania,Oats,Area,2020,104.9
Lithuania,Lithuania,Oats,Area,2021,92.41
Lithuania,Lithuania,Oats,Area,2022,80.36
Lithuania,Lithuania,Rapeseed,Area,1987,6.7
Lithuania,Lithuania,Rapeseed,Area,1988,9.0
Lithuania,Lithuania,Rapeseed,Area,1989,10.7
Lithuania,Lithuania,Rapeseed,Area,1990,11.2
Lithuania,Lithuania,Rapeseed,Area,1991,8.7
Lithuania,Lithuania,Rapeseed,Area,1992,5.2
Lithuania,Lithuania,Rapeseed,Area,1993,2.0
Lithuania,Lithuania,Rapeseed,Area,1994,12.0
Lithuania,Lithuania,Rapeseed,Area,1995,13.9
Lithuania,Lithuania,Rapeseed,Area,1996,11.8
Lithuania,Lithuania,Rapeseed,Area,1997,22.1
Lithuania,Lithuania,Rapeseed,Area,1998,38.6
Lithuania,Lithuania,Rapeseed,Area,1999,83.8
Lithuania,Lithuania,Rapeseed,Area,2000,55.5
Lithuania,Lithuania,Rapeseed,Area,2001,50.7
Lithuania,Lithuania,Rapeseed,Area,2002,60.0
Lithuania,Lithuania,Rapeseed,Area,2003,66.6
Lithuania,Lithuania,Rapeseed,Area,2004,100.6
Lithuania,Lithuania,Rapeseed,Area,2005,109.4
Lithuania,Lithuania,Rapeseed,Area,2006,150.8
Lithuania,Lithuania,Rapeseed,Area,2007,174.4
Lithuania,Lithuania,Rapeseed,Area,2008,161.6
Lithuania,Lithuania,Rapeseed,Area,2009,191.9
Lithuania,Lithuania,Rapeseed,Area,2010,251.9
Lithuania,Lithuania,Rapeseed,Area,2011,250.2
Lithuania,Lithuania,Rapeseed,Area,2012,260.8
Lithuania,Lithuania,Rapeseed,Area,2013,259.0
Lithuania,Lithuania,Rapeseed,Area,2014,215.1
Lithuania,Lithuania,Rapeseed,Area,2015,163.53
Lithuania,Lithuania,Rapeseed,Area,2016,153.61
Lithuania,Lithuania,Rapeseed,Area,2017,180.93
Lithuania,Lithuania,Rapeseed,Area,2018,205.32
Lithuania,Lithuania,Rapeseed,Area,2019,241.7
Lithuania,Lithuania,Rapeseed,Area,2020,283.56
Lithuania,Lithuania,Rapeseed,Area,2021,310.48
Lithuania,Lithuania,Rapeseed,Area,2022,352.2
Lithuania,Lithuania,Rye,Area,1987,157.0
Lithuania,Lithuania,Rye,Area,1988,165.6
Lithuania,Lithuania,Rye,Area,1989,179.5
Lithuania,Lithuania,Rye,Area,1990,167.9
Lithuania,Lithuania,Rye,Area,1991,137.9
Lithuania,Lithuania,Rye,Area,1992,163.7
Lithuania,Lithuania,Rye,Area,1993,231.2
Lithuania,Lithuania,Rye,Area,1994,203.5
Lithuania,Lithuania,Rye,Area,1995,134.7
Lithuania,Lithuania,Rye,Area,1996,152.2
Lithuania,Lithuania,Rye,Area,1997,158.7
Lithuania,Lithuania,Rye,Area,1998,174.3
Lithuania,Lithuania,Rye,Area,1999,134.8
Lithuania,Lithuania,Rye,Area,2000,133.1
Lithuania,Lithuania,Rye,Area,2001,111.3
Lithuania,Lithuania,Rye,Area,2002,74.6
Lithuania,Lithuania,Rye,Area,2003,59.8
Lithuania,Lithuania,Rye,Area,2004,55.5
Lithuania,Lithuania,Rye,Area,2005,50.9
Lithuania,Lithuania,Rye,Area,2006,51.1
Lithuania,Lithuania,Rye,Area,2007,69.8
Lithuania,Lithuania,Rye,Area,2008,74.3
Lithuania,Lithuania,Rye,Area,2009,82.2
Lithuania,Lithuania,Rye,Area,2010,49.5
Lithuania,Lithuania,Rye,Area,2011,42.0
Lithuania,Lithuania,Rye,Area,2012,55.9
Lithuania,Lithuania,Rye,Area,2013,49.4
Lithuania,Lithuania,Rye,Area,2014,37.9
Lithuania,Lithuania,Rye,Area,2015,38.76
Lithuania,Lithuania,Rye,Area,2016,32.56
Lithuania,Lithuania,Rye,Area,2017,25.84
Lithuania,Lithuania,Rye,Area,2018,21.28
Lithuania,Lithuania,Rye,Area,2019,41.12
Lithuania,Lithuania,Rye,Area,2020,36.96
Lithuania,Lithuania,Rye,Area,2021,26.11
Lithuania,Lithuania,Rye,Area,2022,29.47
Lithuania,Lithuania,Soft Wheat,Area,1987,228.0
Lithuania,Lithuania,Soft Wheat,Area,1988,278.1
Lithuania,Lithuania,Soft Wheat,Area,1989,321.4
Lithuania,Lithuania,Soft Wheat,Area,1990,349.4
Lithuania,Lithuania,Soft Wheat,Area,1991,272.0
Lithuania,Lithuania,Soft Wheat,Area,1992,283.5
Lithuania,Lithuania,Soft Wheat,Area,1993,375.5
Lithuania,Lithuania,Soft Wheat,Area,1994,270.0
Lithuania,Lithuania,Soft Wheat,Area,1995,260.6
Lithuania,Lithuania,Soft Wheat,Area,1996,347.8
Lithuania,Lithuania,Soft Wheat,Area,1997,375.6
Lithuania,Lithuania,Soft Wheat,Area,1998,359.6
Lithuania,Lithuania,Soft Wheat,Area,1999,333.7
Lithuania,Lithuania,Soft Wheat,Area,2000,370.4
Lithuania,Lithuania,Soft Wheat,Area,2001,352.2
Lithuania,Lithuania,Soft Wheat,Area,2002,335.1
Lithuania,Lithuania,Soft Wheat,Area,2003,336.5
Lithuania,Lithuania,Soft Wheat,Area,2004,355.1
Lithuania,Lithuania,Soft Wheat,Area,2005,369.5
Lithuania,Lithuania,Soft Wheat,Area,2006,343.8
Lithuania,Lithuania,Soft Wheat,Area,2007,354.6
Lithuania,Lithuania,Soft Wheat,Area,2008,403.5
Lithuania,Lithuania,Soft Wheat,Area,2009,500.0
Lithuania,Lithuania,Soft Wheat,Area,2010,517.6
Lithuania,Lithuania,Soft Wheat,Area,2011,551.1
Lithuania,Lithuania,Soft Wheat,Area,2012,627.0
Lithuania,Lithuania,Soft Wheat,Area,2013,667.4
Lithuania,Lithuania,Soft Wheat,Area,2014,708.0
Lithuania,Lithuania,Soft Wheat,Area,2015,836.22
Lithuania,Lithuania,Soft Wheat,Area,2016,880.53
Lithuania,Lithuania,Soft Wheat,Area,2017,811.95
Lithuania,Lithuania,Soft Wheat,Area,2018,772.89
Lithuania,Lithuania,Soft Wheat,Area,2019,895.76
Lithuania,Lithuania,Soft Wheat,Area,2020,893.51
Lithuania,Lithuania,Soft Wheat,Area,2021,944.17
Lithuania,Lithuania,Soft Wheat,Area,2022,946.72
Lithuania,Lithuania,Soya,Area,2011,0.8
Lithuania,Lithuania,Soya,Area,2012,2.6
Lithuania,Lithuania,Soya,Area,2013,1.4
Lithuania,Lithuania,Soya,Area,2014,2.1
Lithuania,Lithuania,Soya,Area,2015,2.63
Lithuania,Lithuania,Soya,Area,2016,1.85
Lithuania,Lithuania,Soya,Area,2017,2.47
Lithuania,Lithuania,Soya,Area,2018,1.92
Lithuania,Lithuania,Soya,Area,2019,1.82
Lithuania,Lithuania,Soya,Area,2020,2.07
Lithuania,Lithuania,Soya,Area,2021,1.54
Lithuania,Lithuania,Soya,Area,2022,2.1
Lithuania,Lithuania,Spring barley,Area,1987,492.2
Lithuania,Lithuania,Spring barley,Area,1988,431.8
Lithuania,Lithuania,Spring barley,Area,1989,406.4
Lithuania,Lithuania,Spring barley,Area,1990,398.5
Lithuania,Lithuania,Spring barley,Area,1991,521.0
Lithuania,Lithuania,Spring barley,Area,1992,609.2
Lithuania,Lithuania,Spring barley,Area,1993,582.1
Lithuania,Lithuania,Spring barley,Area,1994,616.0
Lithuania,Lithuania,Spring barley,Area,1995,541.8
Lithuania,Lithuania,Spring barley,Area,1996,470.2
Lithuania,Lithuania,Spring barley,Area,1997,501.1
Lithuania,Lithuania,Spring barley,Area,1998,460.2
Lithuania,Lithuania,Spring barley,Area,1999,420.3
Lithuania,Lithuania,Spring barley,Area,2000,352.0
Lithuania,Lithuania,Spring barley,Area,2001,332.7
Lithuania,Lithuania,Spring barley,Area,2002,358.1
Lithuania,Lithuania,Spring barley,Area,2003,295.3
Lithuania,Lithuania,Spring barley,Area,2004,287.9
Lithuania,Lithuania,Spring barley,Area,2005,341.5
Lithuania,Lithuania,Spring barley,Area,2006,377.3
Lithuania,Lithuania,Spring barley,Area,2007,369.4
Lithuania,Lithuania,Spring barley,Area,2008,320.1
Lithuania,Lithuania,Spring barley,Area,2009,254.3
Lithuania,Lithuania,Spring barley,Area,2010,217.0
Lithuania,Lithuania,Spring barley,Area,2011,250.1
Lithuania,Lithuania,Spring barley,Area,2012,211.0
Lithuania,Lithuania,Spring barley,Area,2013,202.1
Lithuania,Lithuania,Spring barley,Area,2014,258.0
Lithuania,Lithuania,Spring barley,Area,2015,198.92
Lithuania,Lithuania,Spring barley,Area,2016,167.8
Lithuania,Lithuania,Spring barley,Area,2017,134.42
Lithuania,Lithuania,Spring barley,Area,2018,217.51
Lithuania,Lithuania,Spring barley,Area,2019,153.07
Lithuania,Lithuania,Spring barley,Area,2020,140.34
Lithuania,Lithuania,Spring barley,Area,2021,118.89
Lithuania,Lithuania,Spring barley,Area,2022,100.65
Lithuania,Lithuania,Winter barley,Area,1987,1.7
Lithuania,Lithuania,Winter barley,Area,1988,1.0
Lithuania,Lithuania,Winter barley,Area,1989,0.8
Lithuania,Lithuania,Winter barley,Area,1990,1.4
Lithuania,Lithuania,Winter barley,Area,1991,2.1
Lithuania,Lithuania,Winter barley,Area,1992,2.2
Lithuania,Lithuania,Winter barley,Area,1993,5.4
Lithuania,Lithuania,Winter barley,Area,1994,3.9
Lithuania,Lithuania,Winter barley,Area,1995,2.7
Lithuania,Lithuania,Winter barley,Area,1996,3.6
Lithuania,Lithuania,Winter barley,Area,1997,1.9
Lithuania,Lithuania,Winter barley,Area,1998,2.7
Lithuania,Lithuania,Winter barley,Area,1999,0.9
Lithuania,Lithuania,Winter barley,Area,2000,1.2
Lithuania,Lithuania,Winter barley,Area,2001,2.8
Lithuania,Lithuania,Winter barley,Area,2002,6.9
Lithuania,Lithuania,Winter barley,Area,2003,13.0
Lithuania,Lithuania,Winter barley,Area,2004,4.6
Lithuania,Lithuania,Winter barley,Area,2005,7.9
Lithuania,Lithuania,Winter barley,Area,2006,6.1
Lithuania,Lithuania,Winter barley,Area,2007,12.0
Lithuania,Lithuania,Winter barley,Area,2008,12.4
Lithuania,Lithuania,Winter barley,Area,2009,23.1
Lithuania,Lithuania,Winter barley,Area,2010,14.8
Lithuania,Lithuania,Winter barley,Area,2011,2.6
Lithuania,Lithuania,Winter barley,Area,2012,6.3
Lithuania,Lithuania,Winter barley,Area,2013,7.2
Lithuania,Lithuania,Winter barley,Area,2014,9.0
Lithuania,Lithuania,Winter barley,Area,2015,3.48
Lithuania,Lithuania,Winter barley,Area,2016,4.74
Lithuania,Lithuania,Winter barley,Area,2017,7.23
Lithuania,Lithuania,Winter barley,Area,2018,8.4
Lithuania,Lithuania,Winter barley,Area,2019,21.7
Lithuania,Lithuania,Winter barley,Area,2020,24.53
Lithuania,Lithuania,Winter barley,Area,2021,25.81
Lithuania,Lithuania,Winter barley,Area,2022,32.48
Netherlands,Netherlands,Barley,Area,1955,70.0
Netherlands,Netherlands,Barley,Area,1956,73.8
Netherlands,Netherlands,Barley,Area,1957,72.1
Netherlands,Netherlands,Barley,Area,1958,81.9
Netherlands,Netherlands,Barley,Area,1959,72.3
Netherlands,Netherlands,Barley,Area,1960,69.4
Netherlands,Netherlands,Barley,Area,1961,102.6
Netherlands,Netherlands,Barley,Area,1962,100.3
Netherlands,Netherlands,Barley,Area,1963,101.1
Netherlands,Netherlands,Barley,Area,1964,87.1
Netherlands,Netherlands,Barley,Area,1965,98.7
Netherlands,Netherlands,Barley,Area,1966,120.0
Netherlands,Netherlands,Barley,Area,1967,107.5
Netherlands,Netherlands,Barley,Area,1968,107.2
Netherlands,Netherlands,Barley,Area,1969,99.3
Netherlands,Netherlands,Barley,Area,1970,105.2
Netherlands,Netherlands,Barley,Area,1971,98.4
Netherlands,Netherlands,Barley,Area,1972,83.0
Netherlands,Netherlands,Barley,Area,1973,90.1
Netherlands,Netherlands,Barley,Area,1974,73.3
Netherlands,Netherlands,Barley,Area,1975,83.1
Netherlands,Netherlands,Barley,Area,1976,61.4
Netherlands,Netherlands,Barley,Area,1977,65.9
Netherlands,Netherlands,Barley,Area,1978,71.1
Netherlands,Netherlands,Barley,Area,1979,63.0
Netherlands,Netherlands,Barley,Area,1980,53.4
Netherlands,Netherlands,Barley,Area,1981,52.8
Netherlands,Netherlands,Barley,Area,1982,43.7
Netherlands,Netherlands,Barley,Area,1983,37.5
Netherlands,Netherlands,Barley,Area,1984,34.0
Netherlands,Netherlands,Barley,Area,1985,38.8
Netherlands,Netherlands,Barley,Area,1986,42.0
Netherlands,Netherlands,Barley,Area,1987,50.5
Netherlands,Netherlands,Barley,Area,1988,62.7
Netherlands,Netherlands,Barley,Area,1989,50.2
Netherlands,Netherlands,Barley,Area,1990,40.4
Netherlands,Netherlands,Barley,Area,1991,41.9
Netherlands,Netherlands,Barley,Area,1992,34.1
Netherlands,Netherlands,Barley,Area,1993,40.1
Netherlands,Netherlands,Barley,Area,1994,43.7
Netherlands,Netherlands,Barley,Area,1995,35.6
Netherlands,Netherlands,Barley,Area,1996,35.5
Netherlands,Netherlands,Barley,Area,1997,42.0
Netherlands,Netherlands,Barley,Area,1998,39.7
Netherlands,Netherlands,Barley,Area,1999,58.3
Netherlands,Netherlands,Barley,Area,2000,47.2
Netherlands,Netherlands,Barley,Area,2001,66.4
Netherlands,Netherlands,Barley,Area,2002,56.9
Netherlands,Netherlands,Barley,Area,2003,54.9
Netherlands,Netherlands,Barley,Area,2004,47.3
Netherlands,Netherlands,Barley,Area,2005,50.0
Netherlands,Netherlands,Barley,Area,2006,44.2
Netherlands,Netherlands,Barley,Area,2007,46.0
Netherlands,Netherlands,Barley,Area,2008,50.2
Netherlands,Netherlands,Barley,Area,2009,44.5
Netherlands,Netherlands,Barley,Area,2010,33.3
Netherlands,Netherlands,Barley,Area,2011,34.0
Netherlands,Netherlands,Barley,Area,2012,30.0
Netherlands,Netherlands,Barley,Area,2013,30.0
Netherlands,Netherlands,Barley,Area,2014,28.0
Netherlands,Netherlands,Barley,Area,2015,32.81
Netherlands,Netherlands,Barley,Area,2016,34.43
Netherlands,Netherlands,Barley,Area,2017,29.72
Netherlands,Netherlands,Barley,Area,2018,35.97
Netherlands,Netherlands,Barley,Area,2019,33.39
Netherlands,Netherlands,Barley,Area,2020,38.38
Netherlands,Netherlands,Barley,Area,2021,29.67
Netherlands,Netherlands,Barley,Area,2022,36.91
Netherlands,Netherlands,Corn,Area,2000,20.3
Netherlands,Netherlands,Corn,Area,2001,27.2
Netherlands,Netherlands,Corn,Area,2002,23.7
Netherlands,Netherlands,Corn,Area,2003,24.5
Netherlands,Netherlands,Corn,Area,2004,22.4
Netherlands,Netherlands,Corn,Area,2005,20.7
Netherlands,Netherlands,Corn,Area,2006,19.8
Netherlands,Netherlands,Corn,Area,2007,19.3
Netherlands,Netherlands,Corn,Area,2008,22.1
Netherlands,Netherlands,Corn,Area,2009,18.8
Netherlands,Netherlands,Corn,Area,2010,24.0
Netherlands,Netherlands,Corn,Area,2011,23.0
Netherlands,Netherlands,Corn,Area,2012,21.0
Netherlands,Netherlands,Corn,Area,2013,21.0
Netherlands,Netherlands,Corn,Area,2014,18.0
Netherlands,Netherlands,Corn,Area,2015,15.8
Netherlands,Netherlands,Corn,Area,2016,12.27
Netherlands,Netherlands,Corn,Area,2017,12.25
Netherlands,Netherlands,Corn,Area,2018,13.76
Netherlands,Netherlands,Corn,Area,2019,19.01
Netherlands,Netherlands,Corn,Area,2020,19.42
Netherlands,Netherlands,Corn,Area,2021,17.2
Netherlands,Netherlands,Corn,Area,2022,20.36
Netherlands,Netherlands,Oats,Area,1955,170.7
Netherlands,Netherlands,Oats,Area,1956,153.6
Netherlands,Netherlands,Oats,Area,1957,159.4
Netherlands,Netherlands,Oats,Area,1958,137.5
Netherlands,Netherlands,Oats,Area,1959,125.5
Netherlands,Netherlands,Oats,Area,1960,115.3
Netherlands,Netherlands,Oats,Area,1961,123.5
Netherlands,Netherlands,Oats,Area,1962,119.1
Netherlands,Netherlands,Oats,Area,1963,113.0
Netherlands,Netherlands,Oats,Area,1964,102.7
Netherlands,Netherlands,Oats,Area,1965,100.6
Netherlands,Netherlands,Oats,Area,1966,99.3
Netherlands,Netherlands,Oats,Area,1967,88.1
Netherlands,Netherlands,Oats,Area,1968,75.8
Netherlands,Netherlands,Oats,Area,1969,82.5
Netherlands,Netherlands,Oats,Area,1970,55.5
Netherlands,Netherlands,Oats,Area,1971,45.2
Netherlands,Netherlands,Oats,Area,1972,33.4
Netherlands,Netherlands,Oats,Area,1973,30.3
Netherlands,Netherlands,Oats,Area,1974,32.6
Netherlands,Netherlands,Oats,Area,1975,34.3
Netherlands,Netherlands,Oats,Area,1976,25.4
Netherlands,Netherlands,Oats,Area,1977,20.8
Netherlands,Netherlands,Oats,Area,1978,25.2
Netherlands,Netherlands,Oats,Area,1979,20.9
Netherlands,Netherlands,Oats,Area,1980,18.1
Netherlands,Netherlands,Oats,Area,1981,21.2
Netherlands,Netherlands,Oats,Area,1982,23.7
Netherlands,Netherlands,Oats,Area,1983,13.5
Netherlands,Netherlands,Oats,Area,1984,12.5
Netherlands,Netherlands,Oats,Area,1985,11.3
Netherlands,Netherlands,Oats,Area,1986,6.5
Netherlands,Netherlands,Oats,Area,1987,9.0
Netherlands,Netherlands,Oats,Area,1988,13.2
Netherlands,Netherlands,Oats,Area,1989,7.7
Netherlands,Netherlands,Oats,Area,1990,3.4
Netherlands,Netherlands,Oats,Area,1991,3.3
Netherlands,Netherlands,Oats,Area,1992,3.6
Netherlands,Netherlands,Oats,Area,1993,5.2
Netherlands,Netherlands,Oats,Area,1994,5.5
Netherlands,Netherlands,Oats,Area,1995,2.9
Netherlands,Netherlands,Oats,Area,1996,1.9
Netherlands,Netherlands,Oats,Area,1997,2.0
Netherlands,Netherlands,Oats,Area,1998,2.1
Netherlands,Netherlands,Oats,Area,1999,2.5
Netherlands,Netherlands,Oats,Area,2000,2.4
Netherlands,Netherlands,Oats,Area,2001,2.6
Netherlands,Netherlands,Oats,Area,2002,2.5
Netherlands,Netherlands,Oats,Area,2003,2.5
Netherlands,Netherlands,Oats,Area,2004,2.0
Netherlands,Netherlands,Oats,Area,2005,1.7
Netherlands,Netherlands,Oats,Area,2006,1.7
Netherlands,Netherlands,Oats,Area,2007,1.7
Netherlands,Netherlands,Oats,Area,2008,1.5
Netherlands,Netherlands,Oats,Area,2009,1.6
Netherlands,Netherlands,Oats,Area,2010,1.7
Netherlands,Netherlands,Oats,Area,2011,1.0
Netherlands,Netherlands,Oats,Area,2012,2.0
Netherlands,Netherlands,Oats,Area,2013,2.0
Netherlands,Netherlands,Oats,Area,2014,2.0
Netherlands,Netherlands,Oats,Area,2015,1.53
Netherlands,Netherlands,Oats,Area,2016,1.48
Netherlands,Netherlands,Oats,Area,2017,1.46
Netherlands,Netherlands,Oats,Area,2018,1.41
Netherlands,Netherlands,Oats,Area,2019,1.43
Netherlands,Netherlands,Oats,Area,2020,1.57
Netherlands,Netherlands,Oats,Area,2021,1.38
Netherlands,Netherlands,Oats,Area,2022,1.49
Netherlands,Netherlands,Rapeseed,Area,1955,7.4
Netherlands,Netherlands,Rapeseed,Area,1956,10.2
Netherlands,Netherlands,Rapeseed,Area,1957,6.4
Netherlands,Netherlands,Rapeseed,Area,1958,4.5
Netherlands,Netherlands,Rapeseed,Area,1959,2.6
Netherlands,Netherlands,Rapeseed,Area,1960,2.9
Netherlands,Netherlands,Rapeseed,Area,1961,3.9
Netherlands,Netherlands,Rapeseed,Area,1962,4.1
Netherlands,Netherlands,Rapeseed,Area,1963,4.0
Netherlands,Netherlands,Rapeseed,Area,1964,3.6
Netherlands,Netherlands,Rapeseed,Area,1965,4.2
Netherlands,Netherlands,Rapeseed,Area,1966,5.1
Netherlands,Netherlands,Rapeseed,Area,1967,5.2
Netherlands,Netherlands,Rapeseed,Area,1968,6.7
Netherlands,Netherlands,Rapeseed,Area,1969,6.2
Netherlands,Netherlands,Rapeseed,Area,1970,7.5
Netherlands,Netherlands,Rapeseed,Area,1971,10.4
Netherlands,Netherlands,Rapeseed,Area,1972,15.0
Netherlands,Netherlands,Rapeseed,Area,1973,15.2
Netherlands,Netherlands,Rapeseed,Area,1974,13.7
Netherlands,Netherlands,Rapeseed,Area,1975,14.1
Netherlands,Netherlands,Rapeseed,Area,1976,12.3
Netherlands,Netherlands,Rapeseed,Area,1977,11.2
Netherlands,Netherlands,Rapeseed,Area,1978,9.6
Netherlands,Netherlands,Rapeseed,Area,1979,6.9
Netherlands,Netherlands,Rapeseed,Area,1980,7.9
Netherlands,Netherlands,Rapeseed,Area,1981,11.0
Netherlands,Netherlands,Rapeseed,Area,1982,10.8
Netherlands,Netherlands,Rapeseed,Area,1983,13.2
Netherlands,Netherlands,Rapeseed,Area,1984,13.2
Netherlands,Netherlands,Rapeseed,Area,1985,10.1
